,shortcode,post_type,username,like,comment,object_1,object_2,object_3,object_4,object_5,object_6,object,id,category_name,follower,following,ar_effect,type_business,type_professional,verified,reel_count,reel_avg_view,reel_avg_comment,reel_avg_like,reel_avg_duration,reel_frequency,media_count,media_avg_comment,media_avg_like,media_frequency
326,CpsLhazMbmW,GraphImage,aliaabhatt,2710153,8475,1 person,top,No Object,No Object,No Object,No Object,"jersey, T-shirt, tee_shirt",259925762,Actor,76893562,511,True,False,True,True,242,7720893.333,4400.333333,1119292.833,86.99683333,7.074410797,1917,7604.5,2673698.333,4.115839781
327,CpmMBCILt4-,GraphSidecar,aliaabhatt,1935386,6022,1 person,makeup,dress,text,No Object,No Object,"hoopskirt, crinoline",259925762,Actor,76893562,511,True,False,True,True,242,7720893.333,4400.333333,1119292.833,86.99683333,7.074410797,1917,7604.5,2673698.333,4.115839781
328,CpmLqpwrjfl,GraphSidecar,aliaabhatt,1451227,4625,1 person,makeup,magazine,text,No Object,No Object,"feather_boa, boa",259925762,Actor,76893562,511,True,False,True,True,242,7720893.333,4400.333333,1119292.833,86.99683333,7.074410797,1917,7604.5,2673698.333,4.115839781
329,CrV02jtuXBt,GraphImage,victoriassecret,135445,1123,7 people,bra,No Object,No Object,No Object,No Object,"bikini, two-piece",3416684,Clothing (Brand),74893084,166,True,True,True,True,570,164869.6667,170.0833333,14041.16667,8.135833333,4.365949074,3377,187.0,27973.58333,0.631179727
330,CrTLsbHrgQm,GraphSidecar,victoriassecret,26553,183,2 people,girdle,bra,No Object,No Object,No Object,"brassiere, bra, bandeau",3416684,Clothing (Brand),74893084,166,True,True,True,True,570,164869.6667,170.0833333,14041.16667,8.135833333,4.365949074,3377,187.0,27973.58333,0.631179727
331,CrQvLTUrDBN,GraphSidecar,victoriassecret,23923,104,12 people,bra,No Object,No Object,No Object,No Object,"swimming_trunks, bathing_trunks",3416684,Clothing (Brand),74893084,166,True,True,True,True,570,164869.6667,170.0833333,14041.16667,8.135833333,4.365949074,3377,187.0,27973.58333,0.631179727
332,CrOGmDzr67V,GraphImage,victoriassecret,9886,66,1 person,bra,No Object,No Object,No Object,No Object,"maillot, tank_suit",3416684,Clothing (Brand),74893084,166,True,True,True,True,570,164869.6667,170.0833333,14041.16667,8.135833333,4.365949074,3377,187.0,27973.58333,0.631179727
333,CrLlgWALc5t,GraphSidecar,victoriassecret,17572,95,1 person,dancing,sarong,beach,ocean,No Object,maillot,3416684,Clothing (Brand),74893084,166,True,True,True,True,570,164869.6667,170.0833333,14041.16667,8.135833333,4.365949074,3377,187.0,27973.58333,0.631179727
334,CqzkNgEvXhs,GraphSidecar,narendramodi,3307805,21831,1 person,beard,tiger,No Object,No Object,No Object,trench_coat,1550693326,Politician,74685634,0,False,False,True,True,104,6272116.667,12850.33333,1205053.667,165.7580833,36.47621958,585,20720.0,3180242.75,7.918608134
335,CpjlxMmIXHL,GraphSidecar,narendramodi,5000534,13092,4 people,text,No Object,No Object,No Object,No Object,"racket, racquet",1550693326,Politician,74685634,0,False,False,True,True,104,6272116.667,12850.33333,1205053.667,165.7580833,36.47621958,585,20720.0,3180242.75,7.918608134
336,CrH4BWAI0M3,GraphSidecar,nehakakkar,568939,3772,3 people,makeup,headdress,costume,No Object,No Object,wig,243103112,Musician,74056900,283,False,False,True,True,21,3255262.75,3792.166667,572758.6667,44.61075,52.30083656,122,2212.333333,414360.75,1.694490741
337,Cq-VGwPICL1,GraphSidecar,nehakakkar,393191,1659,5 people,top,No Object,No Object,No Object,No Object,jigsaw_puzzle,243103112,Musician,74056900,283,False,False,True,True,21,3255262.75,3792.166667,572758.6667,44.61075,52.30083656,122,2212.333333,414360.75,1.694490741
338,Cq0Nlo8Jz36,GraphSidecar,nehakakkar,1226428,3739,2 people,h,text,No Object,No Object,No Object,sunglass,243103112,Musician,74056900,283,False,False,True,True,21,3255262.75,3792.166667,572758.6667,44.61075,52.30083656,122,2212.333333,414360.75,1.694490741
339,Cquag_pIZa5,GraphImage,nehakakkar,120967,1301,poster,text,No Object,No Object,No Object,No Object,oil_filter,243103112,Musician,74056900,283,False,False,True,True,21,3255262.75,3792.166667,572758.6667,44.61075,52.30083656,122,2212.333333,414360.75,1.694490741
340,CqkIKjXjfoq,GraphSidecar,nehakakkar,485055,2492,2 people,makeup,No Object,No Object,No Object,No Object,stole,243103112,Musician,74056900,283,False,False,True,True,21,3255262.75,3792.166667,572758.6667,44.61075,52.30083656,122,2212.333333,414360.75,1.694490741
341,CrXz61rJElI,GraphSidecar,bts.bighitofficial,2692870,9557,poster,text,No Object,No Object,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper",2274763833,Musician/band,73040638,10,True,False,True,True,33,5490350.167,36106.41667,3074006.0,25.43791667,104.6922319,1293,6500.916667,2646824.583,0.520870205
342,CrXzwDapIP8,GraphSidecar,bts.bighitofficial,2116425,2271,poster,road,text,No Object,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper",2274763833,Musician/band,73040638,10,True,False,True,True,33,5490350.167,36106.41667,3074006.0,25.43791667,104.6922319,1293,6500.916667,2646824.583,0.520870205
343,CrM6yxIpL3o,GraphImage,bts.bighitofficial,2451573,3181,money,garbage,No Object,No Object,No Object,No Object,mousetrap,2274763833,Musician/band,73040638,10,True,False,True,True,33,5490350.167,36106.41667,3074006.0,25.43791667,104.6922319,1293,6500.916667,2646824.583,0.520870205
344,CrJDwdkpsb2,GraphImage,bts.bighitofficial,4117882,18904,1 person,bathtub,top,bolo tie,No Object,No Object,"bobsled, bobsleigh, bob",2274763833,Musician/band,73040638,10,True,False,True,True,33,5490350.167,36106.41667,3074006.0,25.43791667,104.6922319,1293,6500.916667,2646824.583,0.520870205
345,CrJDvOPpRFx,GraphImage,bts.bighitofficial,2594281,4875,3 people,mirror,bolo tie,No Object,No Object,No Object,monitor,2274763833,Musician/band,73040638,10,True,False,True,True,33,5490350.167,36106.41667,3074006.0,25.43791667,104.6922319,1293,6500.916667,2646824.583,0.520870205
346,CrJDtywpa8q,GraphImage,bts.bighitofficial,2047430,2543,poster,text,No Object,No Object,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper",2274763833,Musician/band,73040638,10,True,False,True,True,33,5490350.167,36106.41667,3074006.0,25.43791667,104.6922319,1293,6500.916667,2646824.583,0.520870205
347,CrOAn-UO4o5,GraphImage,ronaldinho,770651,2154,1 person,playing football,playing soccer,cleats,ball,sports equipment,soccer_ball,979177642,Public figure,72807571,528,True,False,True,True,622,2229101.5,1673.583333,340164.8333,65.2525,3.801848874,3007,964.0,337050.9167,1.75797991
348,Cq3PgHruKXA,GraphSidecar,ronaldinho,600145,1181,1 person,playing football,playing soccer,stadium,No Object,No Object,soccer_ball,979177642,Public figure,72807571,528,True,False,True,True,622,2229101.5,1673.583333,340164.8333,65.2525,3.801848874,3007,964.0,337050.9167,1.75797991
349,Cqsphe0Ou10,GraphImage,ronaldinho,848640,2149,1 person,playing football,playing soccer,stadium,text,No Object,whistle,979177642,Public figure,72807571,528,True,False,True,True,622,2229101.5,1673.583333,340164.8333,65.2525,3.801848874,3007,964.0,337050.9167,1.75797991
350,CqnsRWEudoe,GraphSidecar,ronaldinho,77258,298,1 person,playing soccer,sports equipment,top,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper",979177642,Public figure,72807571,528,True,False,True,True,622,2229101.5,1673.583333,340164.8333,65.2525,3.801848874,3007,964.0,337050.9167,1.75797991
351,CqkwIr7u7Rv,GraphSidecar,ronaldinho,277437,638,3 people,crowd,No Object,No Object,No Object,No Object,"gasmask, respirator, gas_helmet",979177642,Public figure,72807571,528,True,False,True,True,622,2229101.5,1673.583333,340164.8333,65.2525,3.801848874,3007,964.0,337050.9167,1.75797991
352,CqdEhjIO0gh,GraphImage,ronaldinho,955311,3193,2 people,people playing football,people playing soccer,stadium,No Object,No Object,soccer_ball,979177642,Public figure,72807571,528,True,False,True,True,622,2229101.5,1673.583333,340164.8333,65.2525,3.801848874,3007,964.0,337050.9167,1.75797991
353,CrDQMUds6os,GraphImage,deepikapadukone,1125503,2780,4 people,child,sarong,No Object,No Object,No Object,comic_book,572299277,Artist,73804479,184,False,False,True,True,73,2454183.0,2600.416667,369430.3333,321.796,26.19895321,401,858.3333333,419957.25,0.650404264
354,CrDPuqqsPDF,GraphImage,deepikapadukone,279149,416,temple,hallway,No Object,No Object,No Object,No Object,palace,572299277,Artist,73804479,184,False,False,True,True,73,2454183.0,2600.416667,369430.3333,321.796,26.19895321,401,858.3333333,419957.25,0.650404264
355,CrDPg8Ksm0x,GraphImage,deepikapadukone,241007,356,chandllier,No Object,No Object,No Object,No Object,No Object,"pick, plectrum, plectron",572299277,Artist,73804479,184,False,False,True,True,73,2454183.0,2600.416667,369430.3333,321.796,26.19895321,401,858.3333333,419957.25,0.650404264
356,CqVr0nTOeDq,GraphSidecar,shawnmendes,3056346,13407,1 person,biceps,boat,lake,boathouse,No Object,"paddle, boat_paddle",212742998,Musician,72190847,1535,True,False,True,True,599,2609301.75,5217.416667,864389.6667,201.50775,26.55496337,2556,11377.08333,2050436.583,12.09125645
357,CqRcGvjOPnz,GraphSidecar,shawnmendes,2613638,13336,5 people,Stone Henge,No Object,No Object,No Object,No Object,"seashore, coast, seacoast, sea-coast",212742998,Musician,72190847,1535,True,False,True,True,599,2609301.75,5217.416667,864389.6667,201.50775,26.55496337,2556,11377.08333,2050436.583,12.09125645
358,Cp2-dHROkUc,GraphSidecar,shawnmendes,2122092,9130,1 person,flag,No Object,No Object,No Object,No Object,bow,212742998,Musician,72190847,1535,True,False,True,True,599,2609301.75,5217.416667,864389.6667,201.50775,26.55496337,2556,11377.08333,2050436.583,12.09125645
359,CpvpYy6usVz,GraphSidecar,shawnmendes,4779623,29736,1 person,dinner jacket,No Object,No Object,No Object,No Object,"suit, suit_of_clothes",212742998,Musician,72190847,1535,True,False,True,True,599,2609301.75,5217.416667,864389.6667,201.50775,26.55496337,2556,11377.08333,2050436.583,12.09125645
360,CpQdxQTvq4w,GraphSidecar,shawnmendes,2864021,13477,1 person,guitar,No Object,No Object,No Object,No Object,"brassiere, bra, bandeau",212742998,Musician,72190847,1535,True,False,True,True,599,2609301.75,5217.416667,864389.6667,201.50775,26.55496337,2556,11377.08333,2050436.583,12.09125645
361,Ck_VFPYvXDW,GraphImage,shawnmendes,1853460,8141,No Object,No Object,No Object,No Object,No Object,No Object,drumstick,212742998,Musician,72190847,1535,True,False,True,True,599,2609301.75,5217.416667,864389.6667,201.50775,26.55496337,2556,11377.08333,2050436.583,12.09125645
362,CrXgMwctzdM,GraphSidecar,katrinakaif,2072987,9156,1 person,makeup,No Object,No Object,No Object,No Object,cardigan,3562982855,Actor,71992299,530,False,False,True,True,241,6234984.833,4819.083333,802028.9167,37.67483333,21.23016956,1074,6968.5,2059398.75,9.682331762
363,CqVlSnHOL93,GraphSidecar,katrinakaif,1037570,5004,2 people,leather,briefcase,purse,No Object,No Object,"bucket, pail",3562982855,Actor,71992299,530,False,False,True,True,241,6234984.833,4819.083333,802028.9167,37.67483333,21.23016956,1074,6968.5,2059398.75,9.682331762
364,CqRmrZPNwOK,GraphSidecar,katrinakaif,1780603,3832,2 people,child,makeup,people smiling,outdoors,No Object,comic_book,3562982855,Actor,71992299,530,False,False,True,True,241,6234984.833,4819.083333,802028.9167,37.67483333,21.23016956,1074,6968.5,2059398.75,9.682331762
365,CpfA_ZUtjPd,GraphSidecar,katrinakaif,4932871,9854,2 people,people smiling,No Object,No Object,No Object,No Object,sunglass,3562982855,Actor,71992299,530,False,False,True,True,241,6234984.833,4819.083333,802028.9167,37.67483333,21.23016956,1074,6968.5,2059398.75,9.682331762
366,CpWyGasNJ8_,GraphSidecar,katrinakaif,2059331,8425,1 person,drawstring,No Object,No Object,No Object,No Object,trench_coat,3562982855,Actor,71992299,530,False,False,True,True,241,6234984.833,4819.083333,802028.9167,37.67483333,21.23016956,1074,6968.5,2059398.75,9.682331762
367,CpHgCYzPU0S,GraphImage,katrinakaif,3133138,11431,1 person,hair,makeup,No Object,No Object,No Object,"web_site, website, internet_site, site",3562982855,Actor,71992299,530,False,False,True,True,241,6234984.833,4819.083333,802028.9167,37.67483333,21.23016956,1074,6968.5,2059398.75,9.682331762
368,CpFA7JzNpDw,GraphImage,katrinakaif,2115102,8642,1 person,miniskirt,apron,dress,fishnet stockings,No Object,apron,3562982855,Actor,71992299,530,False,False,True,True,241,6234984.833,4819.083333,802028.9167,37.67483333,21.23016956,1074,6968.5,2059398.75,9.682331762
369,CohGjBsNdhg,GraphImage,katrinakaif,2315242,7755,one or more people,makeup,sleepwear,sundress,No Object,No Object,"web_site, website, internet_site, site",3562982855,Actor,71992299,530,False,False,True,True,241,6234984.833,4819.083333,802028.9167,37.67483333,21.23016956,1074,6968.5,2059398.75,9.682331762
370,CnvwtzqNCb7,GraphImage,katrinakaif,3043896,10071,No Object,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",3562982855,Actor,71992299,530,False,False,True,True,241,6234984.833,4819.083333,802028.9167,37.67483333,21.23016956,1074,6968.5,2059398.75,9.682331762
371,CnFQm-6tEab,GraphImage,katrinakaif,1761256,5972,No Object,No Object,No Object,No Object,No Object,No Object,sarong,3562982855,Actor,71992299,530,False,False,True,True,241,6234984.833,4819.083333,802028.9167,37.67483333,21.23016956,1074,6968.5,2059398.75,9.682331762
372,CrcMBLnpQGh,GraphSidecar,sooyaaa__,3590265,15253,2 people,concert,text,No Object,No Object,No Object,sunglass,8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
373,CrJAlbrLUXn,GraphSidecar,sooyaaa__,7153030,76521,1 person,hair,top,text,No Object,No Object,comic_book,8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
374,CrI-dG4LZNO,GraphSidecar,sooyaaa__,5214608,23786,6 people,concert,No Object,No Object,No Object,No Object,"theater_curtain, theatre_curtain",8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
375,CrH8xTjrGKi,GraphSidecar,sooyaaa__,6299581,40599,1 person,hair,dress,baby's-breath,No Object,No Object,comic_book,8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
376,CrCKtWXveKH,GraphImage,sooyaaa__,2902742,16257,signboard,road,text,No Object,No Object,No Object,"web_site, website, internet_site, site",8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
377,Cq8AyL_r_Pu,GraphSidecar,sooyaaa__,4246948,31402,1 person,child,No Object,No Object,No Object,No Object,"hoopskirt, crinoline",8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
378,Cq4ULMkJLvx,GraphSidecar,sooyaaa__,6246522,28208,2 people,miniskirt,top,text,No Object,No Object,"jersey, T-shirt, tee_shirt",8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
379,Cq4UA2IpdCj,GraphSidecar,sooyaaa__,3922195,17515,1 person,hair,No Object,No Object,No Object,No Object,"bikini, two-piece",8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
380,Cq4T4A6pAuW,GraphSidecar,sooyaaa__,5052720,21511,1 person,hair,bra,No Object,No Object,No Object,"bonnet, poke_bonnet",8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
381,CqzyT4Ppk4t,GraphSidecar,sooyaaa__,4951466,24305,1 person,balloon,cake,prairie gentian,No Object,No Object,altar,8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
382,Cqzuy-BJEjG,GraphSidecar,sooyaaa__,4625558,20295,1 person,costume,text,No Object,No Object,No Object,cauliflower,8011506095,Artist,71884756,0,False,False,True,True,47,5631364.417,43874.25,3201865.917,21.78308333,38.4862376,1010,27465.0,4741959.083,1.437555967
383,CrbEmNxtnk_,GraphSidecar,psg,222928,342,1 person,playing football,playing soccer,stadium,text,No Object,"ballplayer, baseball_player",232024162,Sports,70453168,105,True,True,True,True,1684,1465872.417,848.5833333,315947.6667,46.95025,12.19010846,11432,957.25,407092.5833,0.25336913
384,Cra3Xa3tUpT,GraphSidecar,psg,198791,409,1 person,playing football,playing soccer,stadium,No Object,No Object,basketball,232024162,Sports,70453168,105,True,True,True,True,1684,1465872.417,848.5833333,315947.6667,46.95025,12.19010846,11432,957.25,407092.5833,0.25336913
385,CrYBl-noYT2,GraphSidecar,psg,862073,1575,2 people,people playing football,people playing soccer,stadium,No Object,No Object,"ballplayer, baseball_player",232024162,Sports,70453168,105,True,True,True,True,1684,1465872.417,848.5833333,315947.6667,46.95025,12.19010846,11432,957.25,407092.5833,0.25336913
386,CrVqaeNoPNI,GraphSidecar,psg,153883,248,1 person,playing football,playing soccer,stadium,text,No Object,soccer_ball,232024162,Sports,70453168,105,True,True,True,True,1684,1465872.417,848.5833333,315947.6667,46.95025,12.19010846,11432,957.25,407092.5833,0.25336913
387,CrVdgl2Ikn1,GraphSidecar,psg,181125,191,1 person,playing football,playing soccer,stadium,No Object,No Object,torch,232024162,Sports,70453168,105,True,True,True,True,1684,1465872.417,848.5833333,315947.6667,46.95025,12.19010846,11432,957.25,407092.5833,0.25336913
388,CrVNQdiohTZ,GraphImage,psg,284075,421,3 people,people playing soccer,people playing football,No Object,No Object,No Object,"ballplayer, baseball_player",232024162,Sports,70453168,105,True,True,True,True,1684,1465872.417,848.5833333,315947.6667,46.95025,12.19010846,11432,957.25,407092.5833,0.25336913
389,CrT-6FsrVvZ,GraphImage,psg,382759,1130,5 people,people playing soccer,people playing football,stadium,text,No Object,"ballplayer, baseball_player",232024162,Sports,70453168,105,True,True,True,True,1684,1465872.417,848.5833333,315947.6667,46.95025,12.19010846,11432,957.25,407092.5833,0.25336913
390,CrT5SzLIW6Z,GraphSidecar,psg,353423,366,1 person,playing football,playing soccer,stadium,No Object,No Object,"ballplayer, baseball_player",232024162,Sports,70453168,105,True,True,True,True,1684,1465872.417,848.5833333,315947.6667,46.95025,12.19010846,11432,957.25,407092.5833,0.25336913
